source,rating,date,got_response,text
google,5,2025-01-11,true,"I’ve used them many times for tires, brakes, repairs, etc. so l brought my van to Mavis in Lakewood yesterday because my battery light came on. Ed the mechanic who I’ve dealt with more than once determined the battery needed to be replaced. He replaced it but could not get the battery light on my dash to turn off. I had to leave for work so I went back this morning to get it turned off. Unfortunately at that point Gian the Store Manager, gave me the news that my alternator was also bad. Of course I was not happy, especially once I saw the cost for a new replacement. But thankfully Ed remained patient with me and was able to give me a better price by suggesting a rebuilt alt. He ordered it and I brought my van back around noon. I received a phone call from Ed about an hour later. Expecting more bad news I was unexpectedly yet pleasantly surprised. He told me the alternator was not the problem. They had determined that the cable connecting the battery to the alternator was the problem. I just went back to pick up my van and all seems to be working. I only paid for the battery from yesterday. Today’s stint at their shop cost me zero. The people here are honest and pleasant. For someone like me who knows nothing about automotive mechanical issues, it’s truly appreciated. I highly recommend Mavis on Rt 70 in Lakewood to anyone who needs auto repairs. Mavis you’ve respired my faith in humanity. Thank you. Joe"
google,5,2025-01-07,false,Got my brakes and tires done plus alignment on my 2018 Silverado 1500. Gian was great and helped me out a lot. He made sure I was taken care of. I can’t recommendable this place enough because Gian works there.
google,4,2025-01-03,true,Pricing was reasonable. Courtesy of the receptionist was great. Very time efficient.
google,5,2024-12-31,true,Attentive service!
google,5,2024-12-30,true,I got an oil change and new windshield wipers. Service was very quick and I was waiting no more than 30 minutes. Staff was friendly and helpful!
google,5,2024-12-29,true,Great service
google,5,2024-12-18,true,Thomas it’s a nice  guy 👍
google,5,2024-12-18,true,The team was great and kept me informed of needed repairs. Didn’t have to wait long
google,5,2024-12-07,true,Very helpful and convenient
google,5,2024-12-05,true,Excellent service and wait time. The team was honest and did not try to sell me anything that I did not need. I would go there again if needed. Good job Lakewood!
google,5,2024-12-02,true,Gian and Tom were very helpful and really took control of the situation and they were awesome! Thanks Gian and Tomas
google,5,2024-11-30,true,"Friendly & helpful from front desk associates to the manager & took me within timely manner. I came in from another location and they assisted & did a great job, i left satisfied. Very much appreciate this location!!! Would recommend."
google,5,2024-11-15,true,"First off this place is under new management. He was extremely professional and courteous and did not try to oversell me anything unneeded. He did an amazing job. If you need anything done to your vehicle, you won't be disappointed here. This will be my choice for all my vehicles going forward"
google,5,2024-11-12,true,Awesome folks over at Mavis!  They got me in right away and were very responsive.
google,5,2024-11-12,true,Quick great service! Got my oil changed in and out.
google,5,2024-11-12,true,Very pleasant experience. Everyone was friendly. Highly recommended!
google,1,2024-11-04,true,"Was in the shop this morning for a tire change. They changed a second tire that was perfectly good and then charged me for it. And even for two tires, can't see why it took 1 hour and twenty minutes, i was taken in right away, car sat on the lift for forever. Also discovered that the spare tire was not replaced properly, left a bunch of parts sitting around the car for me to put back myself.   Unimpressed."
google,5,2024-10-26,true,"i went in for an oil change, i was out within 20-25 minutes ! i spoke with gian, the manager and edgar, and mechanic. both were extremely kind and respectful! i will definitely be coming back here!

update: i had to go back 2 days later for tire problems. they were so attentive to me! i’ve never been in and out of a shop so fast like here. as soon as you let them know what’s going on they get right on it… quick and easy ! i had one tired problem but they noticed it was two tires messed up and they helped with both. so grateful for these workers ☺️!"
google,1,2024-10-26,true,The manager was unprofessional and rude and told me one price and then changed it after service. Wouldn’t advise anyone to go there
google,5,2024-10-20,true,"Thank you so much! Tom assisted me with getting me a new tire. He was very kind and helpful, thank you!!"
google,5,2024-10-16,true,Great customer service!
google,5,2024-10-16,true,The owner and the employees are very professional and honest. They do the work in a very timely fasion. They are extremely accommodating. They always give courtsey calls to let you know of what they find before fixing anything with best prices and if you leave your car they give a call to let you know when it will be done. I've been coming here for years and refuse to bring my car anywhere else. You won't be disappointed.
google,5,2024-10-09,true,"Great Customer Service!!! Staff is friendly, knowledgeable, honest, and reliable. I had an unfixable flat tire 3 wks. ago, and another one today :(  They helped me tremendously  out both time.I was very happy with my 2 new tires.I am new to Toms River, but I have found my go-to place for all my car service needs. Go see them, you'll be glad you did."
google,5,2024-10-03,true,"I recently moved to Lakeland, FL from out of state.

I needed my annual maintenance work completed and a neighbor recommended Mavis Discount Tire.

The employees were professional and informative with many years of automotive service.

The staff went above and beyond to service my needs and were honest and straightforward.

The quality of the workmanship performed on my car was superior!  The repairs were all completed in a timely manner at a very reasonable price.

I will not hesitate to become a repeat customer, or refer Mavis Discount Tires to friends, family or coworkers.  I highly recommend this company and am glad I found them.

I apologize for not recognizing the representative. His name is Luis Mercado, he could not have been more personable or helpful. He went above and beyond to service me and far exceeded my expectations. Lou is my new “go to man” at Mavis!"
google,5,2024-09-28,true,The best service for an oil change! Jessica and Sandeep are friendly and helpful & the team got my car done so quickly!
google,5,2024-09-28,true,"Very nice people, and well fast..... love it"
google,5,2024-09-27,true,Roy is a very good mechanic and a very honest man. He did a great job on my car. - Ray
google,5,2024-09-22,true,On time and price your budget will like.
google,5,2024-09-14,true,Tom is great.
google,5,2024-09-10,true,"Mavis on Rt 70 in Lakewood Nj
Your Manager Tom is fantastic
I purchased Falken AT 4 W
Your staff the mechanic Stephen is a true professional
I will definitely recommend Marvis Tires to everyone who comments on my tires
I would give them 10 stars is possible
Please don’t hesitate to contact me for any questions
Thank You
Marc"
google,5,2024-09-08,true,"Love love love everyone here including the techs!!. Sandeep in the man. Because of him I will be a forever customer. I normally always go in on a day he is there but today, Sunday he is off but I have to say the man and woman working today apologize I didn’t get there names but they were very nice as well!!!   Great place overall"
google,5,2024-09-05,true,Great service & staff. I highly recommend this place.
google,5,2024-09-05,true,Great experience
google,5,2024-08-27,false,"Professional and fast service, great team of guys with excellent attitudes. I highly recommend Mavis of Lakewood!"
google,5,2024-08-26,true,Tire with a nail in it. They saw me in and out in 30 minutes! Tom was great!
google,5,2024-08-25,true,Best service in town! In and out in under 20 minutes for a oil change. Amazing experience!
google,5,2024-08-16,true,Great service and very quick
google,5,2024-08-12,true,They got me in right away was very pleased with their services highly recommend
google,5,2024-08-06,true,"Great guys, great service. In and out in less than an hour almost every time"
google,1,2024-07-25,true,"Made an appointment to check out my brakes. No one called me that the mechanic (apparently there’s only one) was coming in late and not by a few min, 1.5-2 hrs. When I arrived they seemed not to care. Like people have all day to sit around and wait.."
google,5,2024-07-23,true,"Quick, no fuss oil change. I was sick of overpriced and sub-standard service at the dealer. They did a fast and great job. Even reset my service reminder on my car. Very satisfied."
google,5,2024-07-21,true,Fast and great service. Everyone was very nice and attentive . Thank you
google,5,2024-07-10,true,"Quick,Friendly,Reliable, Sam Was Amazing
I Highly Recommend."
google,5,2024-07-08,true,Tom is the best
google,5,2024-07-07,true,Great customer service!
google,5,2024-06-25,true,"Friendly, understanding, good service. Explains recommended  services without trying to force a service."
google,5,2024-06-22,true,Tom was great
google,5,2024-06-18,true,Service was extremely fast and the mechanics were knowledgeable and trustworthy. Will definitely be using them again in the future.
google,5,2024-06-16,true,"Pulled in seemed quite, got a quick oil change.
They checked everything and I was in n out quickly.
Loved it"
google,5,2024-06-08,true,Amazing love this place I’ll be everytime! Thank you guys
google,5,2024-06-06,true,Best experience ever!
google,5,2024-06-05,false,"Sam was very very helpful. I had oil change, new wipers, brakes & rotors & just got 2 new tires there. Fast service, auto techs are great too!!"
google,5,2024-06-02,true,Tom was very professional. And treated my situation with great respect. Made my experience very good.
google,5,2024-05-30,false,Good service
google,5,2024-05-28,true,Always great service and a good experience when I go to this Mavis shop.  Hat off to the whole team 💯💪🏾
google,5,2024-05-26,false,Good staff
google,5,2024-05-24,true,Tom and Morris help me out . Excellent service
google,5,2024-05-24,true,Great service and customer care. Very happy!
google,5,2024-05-22,true,Tom and morris and Stephen were just the best!!!!!
google,5,2024-05-22,true,Morris and the mechanic (called himself Ironman LOL) were amazing! Love using mavis! Within 15 min job was completed. Was there today 5/22/2024
